Unnamed: 0,author,creation_date,expiry,last_reply,parent_category,price,replies,saving,source,thread_category,title,views,votes
25,CrackTheDeal,"Jul 1st, 2020 7:57 am",,"Jul 1st, 2020 10:03 am",,$1.49,5,,,Computers & Electronics,Incredibox (iOS or Android App) for $1.49,2144,12
26,Yadvinder007,"Jul 1st, 2020 7:26 am","July 2, 2020","Jul 1st, 2020 10:03 am",Apparel,19.99,2,30%,Costco,Men's Shoes,Fila West Naples Men’s Sneaker $19.99,2277,-1
27,Unkno,"Jun 11th, 2020 8:57 pm",,"Jul 1st, 2020 9:41 am",,214.99,36,36%,Amazon.ca,Computers & Electronics,Ring Alarm 2nd Gen Security System (with Echo Dot) $214.99,8649,8
28,SoloZinga,"Jun 30th, 2020 7:15 pm",,"Jul 1st, 2020 9:23 am",,1.97,13,,Walmart,Beauty & Wellness,Hand sanitizer $1.97 to $10 various sizes,4241,3
29,bbcd,"Jun 12th, 2020 10:58 am",,"Jul 1st, 2020 8:33 am",,$24.99,17,,Canadian Tire,Computers & Electronics,Led Desk Lamp with 10 watt quick charge $24.99,5534,17
0,bing1221,"Jun 30th, 2020 7:55 pm",,"Jul 1st, 2020 6:21 am",,79.99,10,20% off,Amazon.ca,Computers & Electronics,XPG Gammix D10 DDR4 16GB (2x8GB) 3200MHz 288-Pin CL16 PC4-25600,2624,3
1,vwfun,"Jul 1st, 2020 2:59 am",,"Jul 1st, 2020 3:01 am",Computers & Electronics,165.99,1,$24 off,Amazon.ca,Computers & Tablets/eReaders,XPG Spectrix D41 RGB 3200MHz 32GB (2 x 16GB) 228-Pin PC4-25600 Ryzen Compatible Memory $165.99,1219,0
2,PsychoMantis,"Jul 1st, 2020 1:03 am",,"Jul 1st, 2020 2:18 am",,46.86,1,20%,Amazon.ca,Computers & Electronics,Wyze Cam Pan 1080p Wi-fi Indoor Security Camera ($46.86),2056,1
3,aspen4u,"Jun 27th, 2020 11:06 am","June 28, 2020","Jul 1st, 2020 1:16 am",,$419.99,33,40% off,,Apparel,Arc'Teryx Beta AR Jacket 40% off,10748,4
4,KooJo,"Jun 23rd, 2020 5:59 pm",,"Jul 1st, 2020 1:06 am",,$593.98,72,,Amazon.ca,Computers & Electronics,"Philips 34"" Curved Ultrawide Monitor - 346B1C - 21:9 (VA 100hz - QHD 3440:1440) - $593.98",13825,27
5,Starboardbound,"Jun 29th, 2020 3:08 pm","July 2, 2020","Jul 1st, 2020 1:00 am",,168,18,24% off,Staples,Computers & Electronics,Apple Airpods 2nd Gen (non-wireless charging) - $168 !,9018,15
6,Daijoubu,"Jun 30th, 2020 11:49 pm",,"Jul 1st, 2020 12:26 am",Home & Garden,,1,30%+,,Home Improvement & Tools,"BOSTITCH Floor Nailer 2 in 1, 16g L cleats & 15.5g staples $200 (PM opportunity)",1089,3
7,AdamKing,"Jun 8th, 2020 8:50 pm",,"Jun 30th, 2020 11:38 pm",,,42,,Costco,Groceries,[Costco West] Wagyu finally available in GVA $69.99/kg,16448,6
8,Frank510,"Jun 30th, 2020 12:50 pm","July 7, 2020","Jun 30th, 2020 10:44 pm",Computers & Electronics,Free,9,,,Other,2 free 6” x 8” Prints,3683,30
9,akito925,"Jun 30th, 2020 1:29 am","July 2, 2020","Jun 30th, 2020 10:18 pm",Computers & Electronics,477.99,18,$20,Costco,Computers & Tablets/eReaders,"Samsung Galaxy Tab S6 Lite 10.4 in. 64 GB, Wi-Fi Tablet $457.99 w/flip case",3995,-7
10,G37xS2010,"Jun 4th, 2020 5:28 pm",,"Jun 30th, 2020 10:16 pm",Computers & Electronics,70,20,,Walmart,Peripherals & Accessories,YMMV 500GB external SSD Emtec 70$,6559,2
11,anzvietboy,"Jun 25th, 2020 3:54 pm","June 25, 2020","Jun 30th, 2020 10:13 pm",,269-329,36,,Costco,Computers & Electronics,Samsung Galaxy Watch Active 2 Bundle $329,7495,8
12,immad01,"Jun 30th, 2020 4:45 pm",,"Jun 30th, 2020 9:40 pm",,$13.98,9,,Walmart,Home & Garden,Hamilton Beach Single Serve Blender with Travel Lid for $13.98 (5 year limited warranty),2100,1
13,zac3ne2nr,"Jun 30th, 2020 6:52 pm",,"Jun 30th, 2020 9:31 pm",,,2,50%,,Home & Garden,"YMMV shed inna box / garage in a box, various sizes",1621,1
14,badbeerbreath,"Jun 28th, 2020 10:04 pm",,"Jun 30th, 2020 9:07 pm",Entertainment,,10,,,"Books, Music, Movies, Magazines",SiriusXM - $5 /month for 12 months + a FREE Echo Dot,2499,2
15,immad01,"Jun 25th, 2020 10:10 am","July 1, 2020","Jun 30th, 2020 8:51 pm",,$6.44,28,,Home Hardware,Home & Garden,10L Plastic Jerry Gas Can for $6.44 (more than half off) (Ontario Stores),4197,13
16,strikefreed,"Jun 29th, 2020 8:04 am",,"Jun 30th, 2020 8:04 pm",Beauty & Wellness,44.99,12,,Costco,Beauty Supplies & Personal Care,Philips Sonicare DiamondClean Toothbrush Heads (5-Pack) $44.99,2167,6
17,BestOffer,"Jun 30th, 2020 5:11 pm",,"Jun 30th, 2020 7:53 pm",Restaurants,,10,,Panago Pizza,Fast Food,Ampli x Panago - $10 on $5 purchase,1371,-3
18,dexterneedsabrain,"Jun 30th, 2020 7:23 pm","July 2, 2020","Jun 30th, 2020 7:23 pm",Home & Garden,$29.99,0,40% off,Canadian Tire,Home Improvement & Tools,Smart Screen Gutter Guard - $29.99,1364,4
19,zunairryk,"Jun 25th, 2020 8:55 pm",,"Jun 30th, 2020 7:04 pm",Computers & Electronics,$369.99,42,$90,,Peripherals & Accessories,Google Nest Wifi 5 Router with 2 Points - 3 Pack - $369.99,7258,-2
20,Userna34,"Jun 27th, 2020 8:27 pm",,"Jun 30th, 2020 6:59 pm",,975,28,30%,MooseJaw.com,Sports & Fitness,NEMO Canon Sleeping Bag -40C,5796,9
21,jono454,"May 13th, 2020 10:17 am","May 31, 2020","Jun 30th, 2020 6:43 pm",Home & Garden,,196,,Staples,Furniture,Humanscale chairs and accessories 20% OFF,51234,20
22,ShawnN84008,"Jun 29th, 2020 1:27 pm",,"Jun 30th, 2020 6:39 pm",Computers & Electronics,636,64,,Amazon.ca,Peripherals & Accessories,Beyerdynamic DT 1990 Pro - 636$ lowest price ever,9990,15
23,Dmbpjfan,"Jun 25th, 2020 10:10 am","June 30, 2020","Jun 30th, 2020 6:34 pm",Travel,,12,,Petro Canada,Other,Ymmv bonus points petro Canada email,3620,6
24,zobi123,"Jun 30th, 2020 8:03 am",,"Jun 30th, 2020 6:33 pm",,,14,,Amazon.ca,Sports & Fitness,"TheraBand Resistance Bands Set 3 pack, $14.51",4513,9
25,Driftwood,"Jun 29th, 2020 2:48 pm",,"Jun 30th, 2020 6:33 pm",Restaurants,Free,3,,,Coffee & Desserts,Nomad Bottle or Pixie Lungo Cups (Sherway Gardens location) - FREE,2135,5
26,Yel143,"Jun 16th, 2020 10:16 pm","June 30, 2020","Jun 30th, 2020 6:32 pm",,,26,,Royal Bank,Financial Services,RBC credit card customers free 500 petro points [YMMV],9014,47
27,islander59,"Jun 30th, 2020 4:21 pm","July 1, 2020","Jun 30th, 2020 6:31 pm",,,9,22.3% - 26,Dell,Computers & Electronics,Google Nest Wifi Products - $15OFF$199+ & 5% GCR cash back,1839,0
28,lebrond,"Jun 30th, 2020 6:59 am",,"Jun 30th, 2020 5:01 pm",Computers & Electronics,,7,,Amazon.ca,Video Games,Trials of Mana (Switch/PS4) $44.99,2225,3
29,Rogues2017,"May 4th, 2020 3:05 pm","June 30, 2020","Jun 30th, 2020 4:51 pm",Travel,,202,5% off,,Other,UGo Wallet offering 5% discount on eGift cards until June 30th 2020..****PLEASE READ SUMMARY****,39519,61
0,drdtyc,"Jun 14th, 2020 10:45 am",,"Jun 30th, 2020 4:39 pm",Computers & Electronics,$59.99,52,$10,Amazon.ca,Computers & Tablets/eReaders,"Fire 7 Tablet - 2019 Release, 16 GB, Black - $59.99",12426,1
1,CrackTheDeal,"Jun 30th, 2020 9:49 am",,"Jun 30th, 2020 4:31 pm",,Free,20,100%,Microsoft Store,Computers & Electronics,FREE Penbook (Windows 10/Surface Digital App),10360,116
2,pidcha,"Jun 30th, 2020 9:18 am","July 2, 2020","Jun 30th, 2020 4:29 pm",Computers & Electronics,C$8.17,7,50% off,,Telecom,.CA domain 50% off,2011,1
3,yellowtuna,"Jun 30th, 2020 3:58 pm",,"Jun 30th, 2020 4:23 pm",Computers & Electronics,79.99,2,,Amazon.ca,Computers & Tablets/eReaders,[Amazon.ca] XPG Gammix D10 DDR4 16GB (2x8GB) 3200MHz 288-Pin CL16 PC4-25600 Desktop U-DIMM Memory $79.99,1084,2
4,chris5555,"Jun 30th, 2020 12:02 pm","July 2, 2020","Jun 30th, 2020 3:44 pm",,24.99,7,50% off,Canadian Tire,Automotive,"MotoMaster 5W40 Synthetic Engine Oil, 5-L",1441,5
5,TheMau5,"Jun 30th, 2020 3:08 pm",,"Jun 30th, 2020 3:36 pm",Apparel,140,4,110,Foot Locker,Men's Shoes,[WARM] Ultraboost 3 colors 160$ all-in YMMV,1920,-2
6,Seanne,"Jun 29th, 2020 6:26 pm",,"Jun 30th, 2020 3:13 pm",Home & Garden,199.98,32,,Walmart,Appliances,"RCA 5.0 Cu Ft Chest Freezer, White $199.98",6064,4
7,el'ation,"Jun 9th, 2020 3:24 pm",,"Jun 30th, 2020 2:47 pm",,,46,$6 off,Costco,Home & Garden,Rubbermaid® Brilliance 18 Pieces - $23.99,14343,13
8,CauseBurn,"Jun 28th, 2020 8:48 pm",,"Jun 30th, 2020 2:26 pm",Computers & Electronics,47.99,14,30% Off,Amazon.ca,Home Theatre & Audio,Edifier W820BT Wireless Bluetooth Headphones ($67.99 - $20= $47.99),3294,3
9,montyburns,"Jun 30th, 2020 12:47 pm",,"Jun 30th, 2020 2:23 pm",Computers & Electronics,,7,,Best Buy,Peripherals & Accessories,Microsoft Surface Pen + Bluetooth Mouse $102.74 + tax (PM with BB),1677,1
10,SKYhigh75f,"Jun 30th, 2020 1:59 pm","July 1, 2020","Jun 30th, 2020 1:59 pm",,1.67,0,,,Home & Garden,Hertel Nettoyants or Cleaners Only QC.,550,4
11,rosden,"Jun 30th, 2020 8:23 am","July 5, 2020","Jun 30th, 2020 1:35 pm",Home & Garden,$799,7,$150,Costco,Outdoors & Patio,Napoleon Rogue 425 Natural Gas Grill with Cover $799 after $150 Off,1986,3
12,CaptSmethwick,"Jun 30th, 2020 5:38 am",,"Jun 30th, 2020 1:29 pm",,$25.73,21,$3.50,Amazon.ca,Computers & Electronics,warm - EBL 16-Pack AAA 1100mAh Rechargeable Batteries Ni-MH $25.73,2701,-9
13,zobi123,"Jun 26th, 2020 10:46 am",,"Jun 30th, 2020 1:28 pm",Automotive,,35,,Amazon.ca,Auto Parts & Accessories,RAVPower Portable car jump starter - $25.99,7025,-9
14,Clueless Fox,"Jun 30th, 2020 2:11 am",,"Jun 30th, 2020 12:15 pm",Apparel,,5,30~60%,,Men's Apparel,Online Sale 50% off suits and sports coats,3145,3
15,Zook123,"Jun 27th, 2020 4:59 pm",,"Jun 30th, 2020 12:15 pm",,19.97,4,,Costco,Beauty & Wellness,DHC Cleansing Oil - $19.97,3243,5
16,chingwu,"Jun 30th, 2020 11:37 am",,"Jun 30th, 2020 12:10 pm",Computers & Electronics,399,2,$80off,Amazon.ca,Other,"Bose Noise Cancelling Wireless Bluetooth Headphones 700, with Alexa Voice Control, Soapstone $399",1180,0
17,thesubmitter,"Jun 20th, 2020 9:39 am",,"Jun 30th, 2020 11:45 am",Home & Garden,,84,,IKEA,Appliances,Ikea: Up to 50% off appliances,31964,27
18,SohSay,"Jun 24th, 2020 9:01 am","July 1, 2020","Jun 30th, 2020 11:33 am",Home & Garden,,27,,Walmart,Appliances,Hamilton beach 4 slice toaster oven for $19.98 (Half price) or stainless steel Kettle,6188,11
19,gr8dlr,"Jun 30th, 2020 10:21 am","July 31, 2020","Jun 30th, 2020 11:28 am",,,6,,,Groceries,King Cole Ducks (Aurora) - specials for July,1291,1
20,jdewit,"Jun 29th, 2020 3:49 pm",,"Jun 30th, 2020 11:18 am",Sports & Fitness,75,7,,Amazon.ca,Equipment,Victorinox Swiss Champ $75,3015,7
21,dealjuice,"Jun 27th, 2020 9:57 am",,"Jun 30th, 2020 10:44 am",,100,72,$50,Staples,Computers & Electronics,Amazon Fire TV Cube (2nd Gen) - $100 w/coupon,16280,10
22,Delhiboyin,"Jun 29th, 2020 10:57 pm","June 30, 2020","Jun 30th, 2020 10:10 am",Computers & Electronics,7.5,4,50% off,,Telecom,2nd month free offer,1924,-1
23,m12k1m,"Jun 27th, 2020 10:46 am",,"Jun 30th, 2020 9:47 am",,1.99,22,60% off,Shoppers Drug Mart,Groceries,PC Blue Menu Sparkling Water 12 Pack YMMV $1.99,6984,20
24,Hartia0,"May 28th, 2020 12:07 pm","July 6, 2020","Jun 30th, 2020 8:52 am",Computers & Electronics,,62,,Sony Online Entertainment,Video Games,Playstation Plus June 2020 ( Star Wars Battlefront 2 + Call of Duty WWII),16084,51
25,Presents,"Jun 30th, 2020 12:41 am","July 5, 2020","Jun 30th, 2020 8:09 am",Apparel,179.99,3,$80 off,Costco,Men's Apparel,Citizen Eco-Drive Brycen Black Dial Men's Watch - $179.99 delivered,3531,2
26,linuxfan,"Jun 28th, 2020 1:29 pm",,"Jun 30th, 2020 1:31 am",,89.99,18,8%,Amazon.ca,Computers & Electronics,TP-Link EAP245 V3 AC1750 PoE Wireless MU-MIMO Gigabit Ceiling Mount Access Point(Warm)$89.99,4709,3
27,ESJExplorer,"Jun 29th, 2020 2:49 pm","July 5, 2020","Jun 30th, 2020 12:49 am",Travel,,10,,,Other,Earn 10X the miles with our 7 Days of Summer Event,2469,4
28,xtreme883,"Jun 30th, 2020 12:47 am","July 5, 2020","Jun 30th, 2020 12:47 am",,11.99,0,45% off,PeaveyMart,Home & Garden,Scotts Summerguard Fertilizer 4kg bag $11.99,1253,1
29,Pinotnoah,"Jun 29th, 2020 4:13 pm",,"Jun 30th, 2020 12:05 am",,$3.10,12,80%,,Groceries,80% off select Lindt Chocolate Vaughan Mills,3841,5
0,cyndihuu,"Jun 25th, 2020 6:46 pm",,"Jun 29th, 2020 11:28 pm",Restaurants,$0.99,38,,Wendy's,Fast Food,$0.99 Chocolate Frosty at Wendy's,9703,33
1,CanadianHummus,"Jun 29th, 2020 10:58 am",,"Jun 29th, 2020 11:14 pm",Financial Services,51.99,11,,Amazon.ca,Other,Trolley Dolly - Victorian ($51.99),2950,0
2,Bincent,"Jun 29th, 2020 6:10 pm","June 30, 2020","Jun 29th, 2020 10:38 pm",,$2,4,50% off,Whole Foods Market,Groceries,GT Kombucha (2 for $4) @ Whole Foods Markham,1781,5
3,toguy,"Jun 29th, 2020 7:24 am","August 2, 2020","Jun 29th, 2020 10:19 pm",Beauty & Wellness,134.99,17,$35,Costco,Beauty Supplies & Personal Care,Sonicare Toothbrushes (2-pack) - 134.99 ($35 off),3764,3
4,Skilas,"Jun 29th, 2020 12:54 am",,"Jun 29th, 2020 10:10 pm",Kids & Babies,,9,,Amazon.ca,School Supplies,Color & Frame Coloring Books (spiral bound) - By the Sea / In the Forest - $3.19 each,3630,12
5,Freebush,"Jun 29th, 2020 9:46 pm","June 30, 2020","Jun 29th, 2020 9:46 pm",,$14.99,0,$40.00,Memory Express,Computers & Electronics,Polk Audio Swimmer Jr Flexible Bluetooth Speaker $14.99/ Polk Audio Swimmer Duo Bluetooth Waterproof Speaker $19.99,1668,2
6,Poutinesauce,"Jun 24th, 2020 8:18 pm","July 6, 2020","Jun 29th, 2020 9:36 pm",Computers & Electronics,$6.49,10,50% off,Nintendo,Video Games,Duke Nukem 20th Anniversary World Tour Switch $6.49 on eShop,3895,3
7,baykingcollege,"May 31st, 2020 2:25 pm",,"Jun 29th, 2020 9:29 pm",Home & Garden,398,103,,Home Depot,Home Improvement & Tools,RYOBI 18V ONE+ 16-inch Mower + Trimmer + Blower + 2 * 4.0Ah Batteries + Charger $398,25922,12
8,NerdyGreg,"Jun 29th, 2020 3:11 pm",,"Jun 29th, 2020 9:11 pm",,$2 per can,10,,,Groceries,Waterloo Brewing: $60 for 30 tall boys,3860,12
9,pleebent,"May 23rd, 2020 7:06 pm",,"Jun 29th, 2020 9:09 pm",,,303,,Hyundai,Automotive,Hyundai Sante Fe and Tucson 0% financing for 72m and 6m payment deferral,60557,24
10,scrubfordeals,"Jun 29th, 2020 7:36 pm","July 13, 2020","Jun 29th, 2020 8:17 pm",Kids & Babies,,5,50% off,Uber Eats,Other,$8 OFF on $15 - Targeted,2041,-2
11,pkeep22,"Jun 24th, 2020 12:04 pm",,"Jun 29th, 2020 8:11 pm",Entertainment,21.89,61,,Amazon.ca,"Books, Music, Movies, Magazines",Parasite 4K Blu ray - $21.89,6698,23
12,btwitsmatt,"Jun 29th, 2020 9:34 am",,"Jun 29th, 2020 6:23 pm",Sports & Fitness,,11,25% off,Altitude Sports,Other,Hydroflask 25% off + 5% membership discount,3170,6
13,essjayess,"Jun 29th, 2020 6:14 pm",,"Jun 29th, 2020 6:18 pm",,$1.47,1,,Amazon.ca,Groceries,"Nuba Hibiscus Tisane (Tea), Low Calorie, 355ml, $1.47 (Add-on Item)",946,-1
14,asdmd19,"Jun 25th, 2020 1:23 pm",,"Jun 29th, 2020 6:14 pm",Computers & Electronics,348,7,22% off,,Peripherals & Accessories,Sony WH-1000XM3 Wireless Noise Cancelling Headphones – $100.00 off,4279,-7
15,jasonp2323,"Jun 17th, 2020 9:37 pm",,"Jun 29th, 2020 4:31 pm",Computers & Electronics,$50,51,,Freedom Mobile,Telecom,*warm* Freedom mobile $50 15gb,10530,4
16,pongster,"Jun 18th, 2020 2:53 pm",,"Jun 29th, 2020 4:28 pm",Home & Garden,$29.99,14,,Costco,Appliances,Costco.ca FoodSaver Model FM1500-033 $29.99,5496,-1
17,MikoWilson,"Jun 29th, 2020 12:55 pm",,"Jun 29th, 2020 4:23 pm",,119.99,6,50%,Amazon.ca,Computers & Electronics,"Echo Plus (2nd gen), with Amazon Smart Plug and Phillips Hue White A19 LED Smart Bulb -- $119 / 50% off",1380,1
18,Freefast99,"Jun 29th, 2020 4:18 pm",,"Jun 29th, 2020 4:18 pm",Computers & Electronics,656.99,0,,Amazon.ca,Cameras,"Insta 360 One R 1"" Edition 656.99 all in!",1502,-1
19,Simplex1234,"Jun 29th, 2020 3:08 pm",,"Jun 29th, 2020 3:08 pm",Home & Garden,242.10,1,24% off,Home Depot,Home Improvement & Tools,Milwaukee M12 FUEL 1/4″ Extended Reach Ratchet @ $242.10,1145,0
20,zzricezz,"Jun 29th, 2020 10:37 am","August 5, 2020","Jun 29th, 2020 2:21 pm",Home & Garden,50-60,25,45,IKEA,Furniture,"HÄLLESTAD Laminate Countertop 74"" ($50) or 98"" ($60)",7555,20
21,GitGudSam,"Jun 29th, 2020 2:07 pm",,"Jun 29th, 2020 2:07 pm",Computers & Electronics,$79.99,0,$10 OFF,Amazon.ca,Cameras,Fujifilm Instax Mini 11 - $79.99 ($10 OFF),756,-2
22,Cheapo-Findo,"Jun 7th, 2020 12:52 am","June 12, 2020","Jun 29th, 2020 12:48 pm",Small Business,1.97,16,56% off,Amazon.ca,Office Supplies,Crayola 24 Coloured Pencils - $1.97 ( AN ADD-ON ITEM),6583,30
23,Types84,"Jun 23rd, 2020 9:25 am","June 29, 2020","Jun 29th, 2020 12:43 pm",Home & Garden,,35,,,Appliances,Nespresso Private Sale - Vertuo Line for $29 with 350 pod purchase - Ends June 29th!,13041,6
24,rupendra76,"Jun 15th, 2020 4:29 pm",,"Jun 29th, 2020 12:39 pm",Home & Garden,199,15,,Rona,Home Improvement & Tools,Bostitch 2HP/ Gal compressor with 18GA Nailer Combo $199,4495,0
25,karthiks,"May 24th, 2020 10:43 pm",,"Jun 29th, 2020 12:30 pm",Computers & Electronics,,67,,Virgin Mobile,Telecom,[YMMV] [ON] [QC] 8GB @ $45/mo BYOD plan with Virgin home internet,22066,14
26,sprung,"Jun 26th, 2020 1:04 pm","September 7, 2020","Jun 29th, 2020 12:07 pm",Travel,,21,,,Hotels,"Westin Marriot Toronto - free breakfast, parking, and more all summer",5155,-1
27,DLabel,"Jun 13th, 2020 3:47 pm",,"Jun 29th, 2020 11:57 am",,$119,100,Reg $399,Home Depot,Home & Garden,Retractable awning $119,41128,15
28,awsometruth,"Jun 28th, 2020 5:46 pm",,"Jun 29th, 2020 11:24 am",,90.88,4,,,Computers & Electronics,$90.88 - MeCool KM1 4gb ram + 32gb- Google Certified Android TV,1834,-9
29,immad01,"Jun 25th, 2020 11:34 am","July 1, 2020","Jun 29th, 2020 10:33 am",,$10.99,19,,Lowe's,Home & Garden,"FLEXON 1/2"" X 50' LIGHT-DUTY HOSE for $10.99 (In store only, GTA stores)",4136,3
0,aquaman123,"Jun 29th, 2020 9:43 am","July 9, 2020","Jun 29th, 2020 9:45 am",Kids & Babies,$17.99,1,40%,Canadian Tire,Toys & Games,Hot Wheels cars 20pk-$17.99,1419,6
1,frugalcanuck,"Jun 15th, 2020 6:34 pm",,"Jun 29th, 2020 9:31 am",Computers & Electronics,1498.00,28,21,Visions Electronics,Televisions,"Sony 65"" 4K HDR Smart Android TV with Picture Processor X1 Ultimate (XBR65X950G) $1498 In Store Only YMMV",5611,12
2,GoombaXIV,"Jun 28th, 2020 10:20 am",,"Jun 29th, 2020 9:18 am",Sports & Fitness,,3,,MEC,Equipment,La Sportiva climbing shoes 25% off,1920,6
3,badbeerbreath,"Jun 29th, 2020 7:32 am",,"Jun 29th, 2020 7:36 am",Entertainment,,1,,,"Books, Music, Movies, Magazines",Deezer HiFi - 1 month free then CAD $14.99/month,844,1
4,twisted_rabbit,"Jun 1st, 2020 11:01 am","June 30, 2020","Jun 29th, 2020 7:35 am",Computers & Electronics,,68,,,Home Theatre & Audio,Sennheiser HD 25 $129.95 HD 280Pro $99.95 free shipping,21837,34
5,RachelN35978,"Jun 29th, 2020 12:01 am","July 15, 2020","Jun 29th, 2020 6:18 am",Travel,,5,up to 20%,sandmanhotels.com,Hotels,Select Sandman Hotels in Alberta - $75 AMEX GIFT CARD PER NIGHT,2220,4
6,Paulie1RFD,"Jun 21st, 2020 11:40 pm","June 25, 2020","Jun 29th, 2020 1:05 am",,Too many,76,Varies,Best Buy,Computers & Electronics,Boxing Day In Summer Sale,43770,-46
7,CauseBurn,"Jun 28th, 2020 10:00 pm",,"Jun 29th, 2020 1:01 am",,1399.00,16,26% Off,Canada Computers,Computers & Electronics,"Acer Predator Helios 300 Gaming Notebook ($1,899 - $500 = $1399.00)",2888,-6
8,2Riskit,"Jun 11th, 2020 9:26 pm",,"Jun 28th, 2020 11:55 pm",Computers & Electronics,,214,,,Peripherals & Accessories,Windows 10 Professional $59.99 CDN or $39.99 USD,33620,-52
9,fifi75,"Jun 22nd, 2020 9:37 am","June 28, 2020","Jun 28th, 2020 11:11 pm",Sports & Fitness,,37,50%,,Clothing & Accessories,"Canadian Tire Triangle MasterCard holders - 50% off at Helly Hansen + Free shipping (targeted, YMMV)",8067,8
10,MalayT55490,"Jun 4th, 2020 3:26 pm",,"Jun 28th, 2020 10:02 pm",Home & Garden,252.64,17,28%,Amazon.ca,Appliances,Vitamix Explorian Blender- Renewed: $252.64,7480,0
11,wax888,"Jun 5th, 2020 4:41 pm","July 2, 2020","Jun 28th, 2020 9:26 pm",Computers & Electronics,797.99,7,,Costco,Televisions,Hisense 70-in. 4K HDR Roku Smart TV 70R6209 for $797.99,5923,16
12,brghunter,"Mar 19th, 2020 11:41 am",,"Jun 28th, 2020 8:43 pm",,,151,,Lowe's,Home & Garden,"Free shipping, no minimum",45147,-11
13,otaknap,"Jun 28th, 2020 2:38 pm",,"Jun 28th, 2020 7:33 pm",,400,5,31%,Home Depot,Home & Garden,Weber Q3200NG [YMMV] Vaughan location $400,3676,1
14,jon604,"Jun 27th, 2020 7:47 pm",,"Jun 28th, 2020 7:29 pm",Home & Garden,$114,20,15%,,Appliances,Thermapen mk4 $115,4579,4
15,dostrowsky,"Jun 28th, 2020 6:40 pm",,"Jun 28th, 2020 6:40 pm",Computers & Electronics,$10,0,60%,Walmart,Peripherals & Accessories,Great Value Inkjet Cartridges ($5 or $10),1521,1
16,nabeeltech,"Jun 25th, 2020 6:35 pm",,"Jun 28th, 2020 5:44 pm",,4,4,,,Home & Garden,"(YMMV) Phillips LED Recessed Retrofit Trim 5-6"" - $4",2871,3
17,coopercold,"Jun 22nd, 2020 10:58 am",,"Jun 28th, 2020 5:14 pm",,,18,,Amazon.ca,Groceries,REESE Puffs Cereal 601g (Family Size) $3.37 or $3.77 on S&S + FS (no Prime needed),4124,19
18,slyn007,"Jun 27th, 2020 12:55 pm",,"Jun 28th, 2020 4:56 pm",,$99.99,10,$130,Canadian Tire,Automotive,Big Red 3.5 ton jack - $99.99 YMMV,3840,2
19,phoreoneone,"Jun 28th, 2020 3:07 pm",,"Jun 28th, 2020 4:50 pm",,,5,,Amazon.ca,Beauty & Wellness,Jamieson Chewable Vitamin C 500 mg - Tangy Orange $3.99,2002,4
20,redflagdealsguy,"Jun 28th, 2020 11:50 am",,"Jun 28th, 2020 4:35 pm",,857.10,23,,Grand And Toy,Computers & Electronics,"Lenovo V14-ARE - 14"" FHD - Ryzen 7 4700U - 8 GB / 256 GB SSD - US English Keyboard -- $857.10 [Backordered] (Ends 06/30)",3708,3
21,cyndihuu,"Jun 28th, 2020 9:38 am",,"Jun 28th, 2020 3:53 pm",Beauty & Wellness,,4,,Yves Rocher,Beauty Supplies & Personal Care,Yves Rocher Canada Deals: Save 50% OFF Sitewide + FREE Trio w/ Your Order + FREE Beach Towel w/ Your Order $50 + More,2332,8
22,ontheroad,"Jun 28th, 2020 11:42 am",,"Jun 28th, 2020 3:52 pm",,272.96,5,,Walmart,Sports & Fitness,VEVOR 52.5LBS Adjustable Dumbbell 272.96 each,2166,-3
23,BenK22,"Jun 26th, 2020 10:20 am",,"Jun 28th, 2020 3:36 pm",Sports & Fitness,299.99,5,,,Equipment,AmStaff TP006D Power Squat Rack Training System (in stock) ($299.99),2834,6
24,jerson,"Jun 28th, 2020 3:27 pm",,"Jun 28th, 2020 3:27 pm",Kids & Babies,,0,30% Off,Toys R Us,Toys & Games,LEGO Minifigures Disney Series 2 - Discontinued Clearance ($3.48 each),2538,8
25,ml2chan,"Jun 26th, 2020 11:45 am",,"Jun 28th, 2020 3:12 pm",Computers & Electronics,714,15,,Lenovo Canada,Computers & Tablets/eReaders,LENOVO - $714 Ideapad 3 17' | Ryzen 5 4500U | 512GB SSD | 8GB RAM (4 GB Soldered + 4 GB DIMM),4943,3
26,katie9853864,"Jun 28th, 2020 2:51 pm",,"Jun 28th, 2020 2:51 pm",,$4,0,,Dollarama,Home & Garden,Rainkist Large Size/Beach Umbrella Steel Shaft $4,1681,5
27,IanHam,"Jun 26th, 2020 3:11 am","July 4, 2020","Jun 28th, 2020 2:50 pm",Computers & Electronics,$25,34,$10 off,Best Buy,Other,TP-Link Kasa Smart Wi-Fi Plug Lite - 2 Pack $25 | $10 off,7748,11
28,chaingunsofdoom,"Jun 19th, 2020 1:48 am","June 22, 2020","Jun 28th, 2020 2:37 pm",,,13,$5 off $25,eBay.ca,Small Business,eBay Canada C$5 off C$25 Weekend Promo? YMMV? Targeted?,3882,2
29,a11420565,"Jun 26th, 2020 7:23 am","July 2, 2020","Jun 28th, 2020 2:30 pm",,139.99,34,$45 off,Best Buy,Computers & Electronics,WD Black P10 Game Drive 4TB USB3.2 [$139],13499,14
